"year","level","la_name","school_type","num_schools","headcount","perm_excl","perm_excl_rate","fixed_excl","fixed_excl_rate","one_plus_fixed","one_or_more_fixed_excl_rate"
"200910","Local authority","Bromley","Special","4","454","x","x","124","27.31","44","9.69"
"200910","Local authority","Croydon","Total","113","51237","74","0.14","1863","3.64","1132","2.21"
"200910","Local authority","Croydon","Primary","85","29352","14","0.05","276","0.94","157","0.53"
"200910","Local authority","Croydon","Secondary","22","21274","59","0.28","1397","6.57","919","4.32"
"200910","Local authority","Croydon","Special","6","611","x","x","190","31.1","56","9.17"
"200910","Local authority","Ealing","Total","84","46197","26","0.06","1396","3.02","958","2.07"
"200910","Local authority","Ealing","Primary","65","27776","0","0","161","0.58","100","0.36"
"200910","Local authority","Ealing","Secondary","13","17873","26","0.15","1233","6.9","856","4.79"
"200910","Local authority","Ealing","Special","6","548","0","0","x","x","x","x"
"200910","Local authority","Enfield","Total","89","51414","56","0.11","1740","3.38","1110","2.16"
"200910","Local authority","Enfield","Primary","65","28688","0","0","185","0.64","120","0.42"
"200910","Local authority","Enfield","Secondary","18","22258","56","0.25","1514","6.8","970","4.36"
"200910","Local authority","Enfield","Special","6","468","0","0","41","8.76","20","4.27"
"200910","Local authority","Haringey","Total","80","35572","40","0.11","1476","4.15","894","2.51"
"200910","Local authority","Haringey","Primary","63","21956","7","0.03","165","0.75","87","0.4"
"200910","Local authority","Haringey","Secondary","12","13210","33","0.25","1309","9.91","805","6.09"
"200910","Local authority","Haringey","Special","5","406","0","0","x","x","x","x"
"200910","Local authority","Harrow","Total","64","30378","44","0.14","947","3.12","649","2.14"
"200910","Local authority","Harrow","Primary","50","19828","8","0.04","164","0.83","103","0.52"
"200910","Local authority","Harrow","Secondary","10","10202","35","0.34","774","7.59","539","5.28"
"200910","Local authority","Harrow","Special","4","348","x","x","9","2.59","7","2.01"
"200910","Local authority","Havering","Total","80","36152","25","0.07","1099","3.04","732","2.02"
"200910","Local authority","Havering","Primary","59","19240","x","x","86","0.45","51","0.27"
"200910","Local authority","Havering","Secondary","18","16675","23","0.14","1012","6.07","680","4.08"
"200910","Local authority","Havering","Special","3","237","0","0","x","x","x","x"
"200910","Local authority","Hillingdon","Total","91","44562","49","0.11","2211","4.96","1252","2.81"
"200910","Local authority","Hillingdon","Primary","65","25359","x","x","75","0.3","48","0.19"
"200910","Local authority","Hillingdon","Secondary","18","18607","47","0.25","2022","10.87","1157","6.22"
"200910","Local authority","Hillingdon","Special","8","596","0","0","114","19.13","47","7.89"
"200910","Local authority","Hounslow","Total","74","36695","45","0.12","1396","3.8","868","2.37"
"200910","Local authority","Hounslow","Primary","56","19651","x","x","72","0.37","52","0.26"
"200910","Local authority","Hounslow","Secondary","14","16684","42","0.25","1294","7.76","807","4.84"
"200910","Local authority","Hounslow","Special","4","360","x","x","30","8.33","9","2.5"
"200910","Local authority","Kingston upon Thames","Total","47","22428","6","0.03","625","2.79","394","1.76"
"200910","Local authority","Kingston upon Thames","Primary","34","12153","0","0","52","0.43","29","0.24"
"200910","Local authority","Kingston upon Thames","Secondary","10","10025","6","0.06","568","5.67","362","3.61"
"200910","Local authority","Kingston upon Thames","Special","3","250","0","0","5","2","3","1.2"
"200910","Local authority","Merton","Total","54","24942","19","0.08","1474","5.91","847","3.4"
"200910","Local authority","Merton","Primary","43","16134","0","0","114","0.71","73","0.45"
"200910","Local authority","Merton","Secondary","8","8570","19","0.22","1307","15.25","755","8.81"
"200910","Local authority","Merton","Special","3","238","0","0","53","22.27","19","7.98"
"200910","Local authority","Newham","Total","83","50506","27","0.05","2386","4.72","1404","2.78"
"200910","Local authority","Newham","Primary","66","32010","0","0","208","0.65","116","0.36"
"200910","Local authority","Newham","Secondary","15","18426","27","0.15","2047","11.11","1254","6.81"
"200910","Local authority","Newham","Special","2","70","0","0","131","187.14","34","48.57"
"200910","Local authority","Redbridge","Total","73","48323","39","0.08","1763","3.65","1038","2.15"
"200910","Local authority","Redbridge","Primary","52","26208","0","0","119","0.45","79","0.3"
"200910","Local authority","Redbridge","Secondary","17","21649","39","0.18","1457","6.73","921","4.25"
"200910","Local authority","Redbridge","Special","4","466","0","0","187","40.13","38","8.15"
"200910","Local authority","Richmond upon Thames","Total","51","20690","12","0.06","466","2.25","299","1.45"
"200910","Local authority","Richmond upon Thames","Primary","41","13892","0","0","30","0.22","24","0.17"
"200910","Local authority","Richmond upon Thames","Secondary","8","6658","12","0.18","428","6.43","268","4.03"
"200910","Local authority","Richmond upon Thames","Special","2","140","0","0","8","5.71","7","5"
"200910","Local authority","Sutton","Total","60","32156","36","0.11","1266","3.94","768","2.39"
"200910","Local authority","Sutton","Primary","41","14886","x","x","225","1.51","108","0.73"
"200910","Local authority","Sutton","Secondary","14","16894","34","0.2","939","5.56","617","3.65"
"200910","Local authority","Sutton","Special","5","376","0","0","102","27.13","43","11.44"
"200910","Local authority","Waltham Forest","Total","73","37690","8","0.02","1878","4.98","1186","3.15"
"200910","Local authority","Waltham Forest","Primary","52","22198","0","0","106","0.48","80","0.36"
"200910","Local authority","Waltham Forest","Secondary","16","14818","8","0.05","1713","11.56","1069","7.21"
"200910","Local authority","Waltham Forest","Special","5","674","0","0","59","8.75","37","5.49"
"200910","Local authority","Birmingham","Total","401","175095","201","0.11","9667","5.52","5938","3.39"
"200910","Local authority","Birmingham","Primary","299","102218","62","0.06","1826","1.79","1081","1.06"
"200910","Local authority","Birmingham","Secondary","75","69623","134","0.19","7381","10.6","4612","6.62"
"200910","Local authority","Birmingham","Special","27","3254","5","0.15","460","14.14","245","7.53"
"200910","Local authority","Coventry","Total","113","49212","20","0.04","1867","3.79","1133","2.3"
"200910","Local authority","Coventry","Primary","85","27611","x","x","249","0.9","130","0.47"
"200910","Local authority","Coventry","Secondary","19","20766","18","0.09","1452","6.99","935","4.5"
"200910","Local authority","Coventry","Special","9","835","0","0","166","19.88","68","8.14"
"200910","Local authority","Dudley","Total","106","47307","60","0.13","2962","6.26","1517","3.21"
"200910","Local authority","Dudley","Primary","78","26811","x","x","191","0.71","121","0.45"
"200910","Local authority","Dudley","Secondary","21","19778","57","0.29","2694","13.62","1354","6.85"
"200910","Local authority","Dudley","Special","7","718","x","x","77","10.72","42","5.85"
"200910","Local authority","Sandwell","Total","116","51080","64","0.13","2326","4.55","1507","2.95"
"200910","Local authority","Sandwell","Primary","94","30289","12","0.04","297","0.98","174","0.57"
"200910","Local authority","Sandwell","Secondary","18","20454","52","0.25","1981","9.69","1300","6.36"
"200910","Local authority","Sandwell","Special","4","337","0","0","48","14.24","33","9.79"
"200910","Local authority","Solihull","Total","84","36707","68","0.19","2243","6.11","1204","3.28"
"200910","Local authority","Solihull","Primary","64","19196","1","0.01","200","1.04","101","0.53"
"200910","Local authority","Solihull","Secondary","15","17070","66","0.39","1856","10.87","1043","6.11"
"200910","Local authority","Solihull","Special","5","441","x","x","187","42.4","60","13.61"
"200910","Local authority","Walsall","Total","112","47086","30","0.06","2565","5.45","1408","2.99"
"200910","Local authority","Walsall","Primary","86","25723","4","0.02","222","0.86","109","0.42"
"200910","Local authority","Walsall","Secondary","19","20845","26","0.12","2304","11.05","1278","6.13"
"200910","Local authority","Walsall","Special","7","518","0","0","39","7.53","21","4.05"
"200910","Local authority","Wolverhampton","Total","101","38147","x","x","1363","3.57","906","2.38"
"200910","Local authority","Wolverhampton","Primary","76","22003","0","0","100","0.45","68","0.31"
"200910","Local authority","Wolverhampton","Secondary","18","15498","x","x","1177","7.59","794","5.12"
"200910","Local authority","Wolverhampton","Special","7","646","0","0","86","13.31","44","6.81"
"200910","Local authority","Knowsley","Total","67","22207","9","0.04","979","4.41","580","2.61"
"200910","Local authority","Knowsley","Primary","53","14279","x","x","32","0.22","21","0.15"
"200910","Local authority","Knowsley","Secondary","7","7505","7","0.09","889","11.85","530","7.06"
"200910","Local authority","Knowsley","Special","7","423","x","x","58","13.71","29","6.86"
"200910","Local authority","Liverpool","Total","176","67704","70","0.1","2119","3.13","1352","2"
"200910","Local authority","Liverpool","Primary","131","35704","5","0.01","227","0.64","144","0.4"
"200910","Local authority","Liverpool","Secondary","31","30998","65","0.21","1676","5.41","1139","3.67"
"200910","Local authority","Liverpool","Special","14","1002","0","0","216","21.56","69","6.89"
"200910","Local authority","St. Helens","Total","68","25745","0","0","885","3.44","466","1.81"
"200910","Local authority","St. Helens","Primary","54","14643","0","0","91","0.62","46","0.31"
"200910","Local authority","St. Helens","Secondary","10","10735","0","0","731","6.81","392","3.65"
"200910","Local authority","St. Helens","Special","4","367","0","0","63","17.17","28","7.63"
"200910","Local authority","Sefton","Total","103","41433","36","0.09","933","2.25","593","1.43"
"200910","Local authority","Sefton","Primary","76","21718","3","0.01","169","0.78","91","0.42"
"200910","Local authority","Sefton","Secondary","21","19207","33","0.17","729","3.8","484","2.52"
"200910","Local authority","Sefton","Special","6","508","0","0","35","6.89","18","3.54"
"200910","Local authority","Wirral","Total","128","49534","17","0.03","1716","3.46","951","1.92"
"200910","Local authority","Wirral","Primary","92","25231","x","x","170","0.67","87","0.34"
"200910","Local authority","Wirral","Secondary","24","23304","15","0.06","1428","6.13","806","3.46"
"200910","Local authority","Wirral","Special","12","999","0","0","118","11.81","58","5.81"
"200910","Local authority","Bolton","Total","118","44597","15","0.03","1958","4.39","958","2.15"
"200910","Local authority","Bolton","Primary","94","25147","x","x","447","1.78","192","0.76"
"200910","Local authority","Bolton","Secondary","17","18959","13","0.07","1481","7.81","744","3.92"
"200910","Local authority","Bolton","Special","7","491","0","0","30","6.11","22","4.48"
"200910","Local authority","Bury","Total","80","27526","61","0.22","1271","4.62","724","2.63"
"200910","Local authority","Bury","Primary","63","16164","0","0","79","0.49","43","0.27"
"200910","Local authority","Bury","Secondary","14","11125","61","0.55","1192","10.71","681","6.12"
"200910","Local authority","Bury","Special","3","237","0","0","0","0","0","0"
"200910","Local authority","Manchester","Total","167","66084","85","0.13","5098","7.71","2558","3.87"
"200910","Local authority","Manchester","Primary","130","41621","7","0.02","346","0.83","188","0.45"
"200910","Local authority","Manchester","Secondary","24","23404","78","0.33","4532","19.36","2279","9.74"
"200910","Local authority","Manchester","Special","13","1059","0","0","220","20.77","91","8.59"
"200910","Local authority","Oldham","Total","107","39971","50","0.13","1189","2.97","735","1.84"
"200910","Local authority","Oldham","Primary","89","23506","x","x","205","0.87","127","0.54"
"200910","Local authority","Oldham","Secondary","15","16044","48","0.3","960","5.98","594","3.7"
"200910","Local authority","Oldham","Special","3","421","0","0","24","5.7","14","3.33"
"200910","Local authority","Rochdale","Total","87","32694","25","0.08","1467","4.49","857","2.62"
"200910","Local authority","Rochdale","Primary","69","19310","11","0.06","147","0.76","89","0.46"
"200910","Local authority","Rochdale","Secondary","14","12987","14","0.11","1289","9.93","750","5.78"
"200910","Local authority","Rochdale","Special","4","397","0","0","31","7.81","18","4.53"
"200910","Local authority","Salford","Total","100","30662","36","0.12","763","2.49","459","1.5"
"200910","Local authority","Salford","Primary","80","19105","5","0.03","111","0.58","74","0.39"
