"year","la_name","school_type","perm_physical_pupils","perm_physical_adult","perm_verbal_pupil","perm_verbal_adult","perm_bullying","perm_racist_abuse","perm_sexual_misconduct","perm_drug_alcohol","perm_damage","perm_theft","perm_persistent_disruptive","perm_other","fixed_physical_pupils","fixed_physical_adult","fixed_verbal_pupil","fixed_verbal_adult","fixed_bullying","fixed_racist_abuse","fixed_sexual_misconduct","fixed_drug_alcohol","fixed_damage","fixed_theft","fixed_persistent_disruptive","fixed_other"
"201213","Kingston upon Hull City of","Special","0","0","0","0","0","0","0","0","0","0","0","0","19","31","x","11","0","x","0","3","7","0","11","18"
"201213","East Riding of Yorkshire","Total","5","3","0","3","0","0","x","x","0","0","x","x","330","105","58","465","10","28","13","49","53","24","548","386"
"201213","East Riding of Yorkshire","State-funded primary","0","x","0","0","0","0","0","0","0","0","0","0","49","56","4","18","x","0","0","0","x","0","63","17"
"201213","East Riding of Yorkshire","State-funded secondary","5","x","0","3","0","0","x","x","0","0","x","x","281","49","54","447","9","28","13","49","51","24","484","369"
"201213","East Riding of Yorkshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","x","0"
"201213","North East Lincolnshire","Total","x","0","x","x","0","0","0","x","0","0","x","x","153","61","35","119","5","4","8","15","15","9","206","245"
"201213","North East Lincolnshire","State-funded primary","0","0","0","x","0","0","0","0","0","0","0","0","30","41","7","13","0","x","3","0","3","0","17","0"
"201213","North East Lincolnshire","State-funded secondary","x","0","x","0","0","0","0","x","0","0","x","x","119","19","28","106","5","3","5","15","11","9","188","244"
"201213","North East Lincolnshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","4","x","0","0","0","0","0","0","x","0","x","x"
"201213","North Lincolnshire","Total","0","0","0","0","0","0","0","0","0","0","0","0","182","60","32","168","10","9","7","23","16","11","373","90"
"201213","North Lincolnshire","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","30","43","12","24","0","x","0","0","0","0","59","11"
"201213","North Lincolnshire","State-funded secondary","0","0","0","0","0","0","0","0","0","0","0","0","151","14","20","144","10","6","7","23","16","11","314","79"
"201213","North Lincolnshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","x","3","0","0","0","x","0","0","0","0","0","0"
"201213","North Yorkshire","Total","8","x","4","6","0","0","x","5","3","0","15","x","449","141","85","792","41","48","37","130","65","40","1101","120"
"201213","North Yorkshire","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","48","79","17","38","x","x","x","0","4","x","100","6"
"201213","North Yorkshire","State-funded secondary","8","x","4","6","0","0","x","5","3","0","15","x","385","37","65","745","34","44","35","128","60","37","998","113"
"201213","North Yorkshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","16","25","3","9","6","x","0","x","x","x","3","x"
"201213","York","Total","0","0","0","0","0","x","0","0","0","0","0","0","113","27","27","129","20","14","4","24","10","10","211","62"
"201213","York","State-funded primary","0","0","0","0","0","x","0","0","0","0","0","0","15","14","6","14","x","3","x","0","x","x","35","3"
"201213","York","State-funded secondary","0","0","0","0","0","0","0","0","0","0","0","0","98","12","21","112","18","11","3","24","8","9","176","59"
"201213","York","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","x","0","3","0","0","0","0","0","0","0","0"
"201213","Luton","Total","6","0","3","4","0","0","0","x","0","0","0","x","251","69","49","146","26","12","10","23","11","15","129","188"
"201213","Luton","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","22","54","3","5","x","0","0","0","5","0","17","7"
"201213","Luton","State-funded secondary","6","0","3","4","0","0","0","x","0","0","0","x","229","15","46","141","25","12","10","23","6","15","112","181"
"201213","Bedford","Total","5","x","x","3","0","x","0","x","0","0","5","5","88","34","24","99","8","7","x","19","8","23","97","184"
"201213","Bedford","State-funded primary","x","x","0","0","0","0","0","0","0","0","3","x","5","6","0","3","0","x","0","0","0","0","7","4"
"201213","Bedford","State-funded secondary","4","x","x","3","0","0","0","x","0","0","x","4","79","21","24","93","8","4","x","19","8","23","84","180"
"201213","Bedford","Special","0","0","0","0","0","x","0","0","0","0","0","0","4","7","0","3","0","x","0","0","0","0","6","0"
"201213","Central Bedfordshire","Total","7","6","x","6","x","0","0","0","0","4","18","6","270","89","62","298","23","16","9","69","32","26","368","115"
"201213","Central Bedfordshire","State-funded primary","0","x","0","x","0","0","0","0","0","0","0","x","50","52","5","13","x","x","0","0","3","3","30","12"
"201213","Central Bedfordshire","State-funded secondary","7","5","x","5","x","0","0","0","0","4","18","4","206","21","54","267","19","14","9","63","26","23","323","102"
"201213","Central Bedfordshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","14","16","3","18","3","x","0","6","3","0","15","x"
"201213","Buckinghamshire","Total","6","4","x","5","0","0","0","6","0","0","17","3","488","170","101","427","28","39","9","75","52","42","561","444"
"201213","Buckinghamshire","State-funded primary","0","3","0","0","0","0","0","0","0","0","4","0","65","64","14","32","x","x","x","0","4","x","122","18"
"201213","Buckinghamshire","State-funded secondary","5","0","x","4","0","0","0","6","0","0","13","3","371","43","85","379","22","19","7","44","38","39","360","398"
"201213","Buckinghamshire","Special","x","x","0","x","0","0","0","0","0","0","0","0","52","63","x","16","4","18","0","31","10","x","79","28"
"201213","Milton Keynes","Total","3","4","x","x","0","0","0","x","0","0","3","4","287","93","54","290","45","3","14","57","30","45","343","508"
"201213","Milton Keynes","State-funded primary","0","4","0","0","0","0","0","0","0","0","3","0","44","58","11","39","x","x","x","0","6","0","71","33"
"201213","Milton Keynes","State-funded secondary","3","0","x","x","0","0","0","x","0","0","0","4","219","14","41","243","18","x","12","33","20","45","231","382"
"201213","Milton Keynes","Special","0","0","0","0","0","0","0","0","0","0","0","0","24","21","x","8","26","0","x","24","4","0","41","93"
"201213","Derbyshire","Total","12","10","4","12","0","0","0","6","x","0","25","24","772","266","153","798","58","46","26","87","53","42","900","839"
"201213","Derbyshire","State-funded primary","0","7","0","3","0","0","0","0","x","0","x","x","166","171","25","68","0","9","x","0","20","x","238","32"
"201213","Derbyshire","State-funded secondary","12","3","4","9","0","0","0","6","0","0","24","23","572","61","122","710","49","29","24","87","25","39","616","777"
"201213","Derbyshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","34","34","6","20","9","8","0","0","8","x","46","30"
"201213","Derby","Total","6","x","x","5","x","x","0","10","x","0","5","6","328","71","62","272","5","30","23","18","30","33","405","178"
"201213","Derby","State-funded primary","x","x","0","0","0","0","0","0","0","0","x","x","49","35","6","12","x","x","x","0","x","x","36","12"
"201213","Derby","State-funded secondary","5","x","x","5","x","x","0","10","x","0","4","5","278","30","51","251","4","24","19","18","24","32","358","166"
"201213","Derby","Special","0","0","0","0","0","0","0","0","0","0","0","0","x","6","5","9","0","4","x","0","4","0","11","0"
"201213","Dorset","Total","0","0","0","0","0","0","0","x","0","0","0","x","342","86","62","311","21","18","7","71","33","31","339","183"
"201213","Dorset","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","37","53","11","37","x","3","3","0","11","0","68","13"
"201213","Dorset","State-funded secondary","0","0","0","0","0","0","0","x","0","0","0","x","300","20","51","274","20","15","4","71","20","31","271","167"
"201213","Dorset","Special","0","0","0","0","0","0","0","0","0","0","0","0","5","13","0","0","0","0","0","0","x","0","0","3"
"201213","Poole","Total","x","x","0","3","0","0","0","0","0","0","3","0","134","82","18","117","x","6","6","11","16","4","166","43"
"201213","Poole","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","25","49","7","24","0","0","0","0","4","0","62","6"
"201213","Poole","State-funded secondary","x","x","0","3","0","0","0","0","0","0","3","0","91","11","9","91","x","6","6","11","9","4","103","36"
"201213","Poole","Special","0","0","0","0","0","0","0","0","0","0","0","0","18","22","x","x","0","0","0","0","3","0","x","x"
"201213","Bournemouth","Total","8","x","0","4","x","0","0","x","0","0","10","4","197","64","52","157","19","23","4","43","15","19","306","131"
"201213","Bournemouth","State-funded primary","0","0","0","0","0","0","0","0","0","0","x","0","38","46","4","16","x","x","x","0","6","4","106","17"
"201213","Bournemouth","State-funded secondary","8","x","0","4","x","0","0","x","0","0","9","4","159","17","48","141","18","22","3","43","9","15","200","114"
"201213","Bournemouth","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","x","0","0","0","0","0","0","0","0","0","0"
"201213","Durham","Total","12","4","x","15","0","0","0","x","4","x","26","8","411","138","95","498","29","21","21","43","50","25","833","440"
"201213","Durham","State-funded primary","4","x","x","3","0","0","0","0","0","0","3","0","134","84","34","83","5","5","3","0","9","0","180","37"
"201213","Durham","State-funded secondary","8","3","x","12","0","0","0","x","4","x","23","8","247","29","53","386","23","15","13","39","30","25","597","382"
"201213","Durham","Special","0","0","0","0","0","0","0","0","0","0","0","0","30","25","8","29","x","x","5","4","11","0","56","21"
"201213","Darlington","Total","0","x","0","0","0","0","0","0","0","0","0","0","80","23","22","122","x","9","x","10","9","0","131","201"
"201213","Darlington","State-funded primary","0","x","0","0","0","0","0","0","0","0","0","0","3","6","x","4","x","0","0","0","0","0","10","x"
"201213","Darlington","State-funded secondary","0","0","0","0","0","0","0","0","0","0","0","0","71","10","18","98","0","9","x","10","9","0","119","196"
"201213","Darlington","Special","0","0","0","0","0","0","0","0","0","0","0","0","6","7","x","20","0","0","0","0","0","0","x","4"
"201213","East Sussex","Total","10","6","x","5","x","0","x","8","0","x","25","22","434","188","105","619","28","43","10","86","51","31","610","679"
"201213","East Sussex","State-funded primary","x","x","0","0","x","0","0","0","0","0","9","0","68","77","22","48","x","x","x","0","6","0","109","19"
"201213","East Sussex","State-funded secondary","8","4","x","5","x","0","x","8","0","x","16","22","345","44","81","553","25","41","9","80","34","29","494","641"
"201213","East Sussex","Special","0","0","0","0","0","0","0","0","0","0","0","0","21","67","x","18","x","0","0","6","11","x","7","19"
"201213","Brighton and Hove","Total","x","0","x","x","0","0","x","x","0","0","0","6","243","142","89","343","20","26","24","51","37","12","694","221"
"201213","Brighton and Hove","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","51","71","8","23","x","3","0","x","8","0","55","15"
"201213","Brighton and Hove","State-funded secondary","x","0","x","x","0","0","0","x","0","0","0","5","183","35","78","307","14","22","23","50","24","11","627","204"
"201213","Brighton and Hove","Special","0","0","0","0","0","0","x","0","0","0","0","x","9","36","3","13","4","x","x","0","5","x","12","x"
"201213","Hampshire","Total","15","6","x","6","x","0","x","5","4","0","27","x","1186","539","261","1339","64","64","72","205","178","93","2025","130"
"201213","Hampshire","State-funded primary","3","x","0","0","0","0","0","0","0","0","x","0","273","381","44","108","7","3","8","x","24","7","276","15"
"201213","Hampshire","State-funded secondary","12","4","x","6","x","0","x","5","4","0","25","x","850","78","207","1179","48","52","62","199","123","85","1614","110"
"201213","Hampshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","63","80","10","52","9","9","x","5","31","x","135","5"
"201213","Portsmouth","Total","5","3","0","3","0","0","0","x","0","0","x","5","235","136","62","217","19","9","3","8","42","8","296","196"
"201213","Portsmouth","State-funded primary","3","x","0","0","0","0","0","0","0","0","0","0","61","78","6","35","x","3","x","0","7","0","44","22"
"201213","Portsmouth","State-funded secondary","x","x","0","3","0","0","0","x","0","0","x","5","138","13","24","117","16","x","x","5","15","7","191","166"
"201213","Portsmouth","Special","0","0","0","0","0","0","0","0","0","0","0","0","36","45","32","65","x","4","0","3","20","x","61","8"
"201213","Southampton","Total","3","x","0","4","0","0","0","0","x","0","10","x","353","148","66","369","46","14","15","62","61","27","594","150"
"201213","Southampton","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","57","64","26","23","7","x","x","0","12","0","71","12"
"201213","Southampton","State-funded secondary","3","x","0","4","0","0","0","0","x","0","10","x","277","38","40","338","38","11","14","62","45","27","490","132"
"201213","Southampton","Special","0","0","0","0","0","0","0","0","0","0","0","0","19","46","0","8","x","x","0","0","4","0","33","6"
"201213","Leicestershire","Total","8","4","x","x","x","0","0","x","x","0","4","3","652","128","145","813","64","53","21","76","54","42","598","676"
"201213","Leicestershire","State-funded primary","x","4","0","x","0","0","0","0","x","0","0","0","80","76","24","30","x","x","3","0","4","x","54","16"
"201213","Leicestershire","State-funded secondary","6","0","x","0","x","0","0","x","0","0","4","3","571","50","121","783","62","52","18","76","47","41","544","660"
"201213","Leicestershire","Special","0","0","0","0","0","0","0","0","x","0","0","0","x","x","0","0","0","0","0","0","3","0","0","0"
"201213","Leicester","Total","x","5","0","x","0","0","0","0","x","0","x","0","327","149","98","297","24","23","17","44","45","33","256","197"
"201213","Leicester","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","69","74","28","35","x","x","0","0","4","x","53","8"
"201213","Leicester","State-funded secondary","x","4","0","x","0","0","0","0","x","0","x","0","241","32","61","240","21","11","15","43","33","30","186","172"
"201213","Leicester","Special","0","x","0","0","0","0","0","0","0","0","x","0","17","43","9","22","x","10","x","x","8","x","17","17"
"201213","Rutland","Total","0","0","0","0","0","0","0","0","0","0","3","0","31","x","5","25","0","x","0","0","0","x","25","15"
"201213","Rutland","State-funded primary","0","0","0","0","0","0","0","0","0","0","x","0","x","x","0","x","0","0","0","0","0","0","4","0"
"201213","Rutland","State-funded secondary","0","0","0","0","0","0","0","0","0","0","x","0","29","0","5","24","0","x","0","0","0","x","21","15"
"201213","Staffordshire","Total","18","5","4","5","x","0","0","x","x","0","42","6","782","206","189","761","56","66","34","50","71","87","744","453"
"201213","Staffordshire","State-funded primary","6","3","0","x","x","0","0","0","x","0","7","0","163","128","40","64","5","7","3","0","6","4","184","16"
"201213","Staffordshire","State-funded secondary","12","x","4","3","0","0","0","x","0","0","35","6","595","48","148","679","48","58","30","48","61","83","549","435"
"201213","Staffordshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","24","30","x","18","3","x","x","x","4","0","11","x"
"201213","Stoke-on-Trent","Total","6","5","0","3","0","x","0","x","0","0","12","3","308","89","62","356","17","14","9","15","19","3","314","383"
"201213","Stoke-on-Trent","State-funded primary","0","x","0","0","0","0","0","0","0","0","3","0","44","28","8","21","4","0","0","0","x","0","68","15"
"201213","Stoke-on-Trent","State-funded secondary","6","4","0","3","0","x","0","x","0","0","9","3","251","33","47","329","13","14","9","14","11","3","210","356"
"201213","Stoke-on-Trent","Special","0","0","0","0","0","0","0","0","0","0","0","0","13","28","7","6","0","0","0","x","6","0","36","12"
"201213","Wiltshire","Total","4","x","x","x","0","0","0","x","0","0","5","x","339","121","116","408","34","21","31","72","50","25","619","98"
"201213","Wiltshire","State-funded primary","3","x","x","x","0","0","0","0","0","0","4","x","94","94","21","83","3","3","4","x","7","6","100","13"
"201213","Wiltshire","State-funded secondary","x","0","0","x","0","0","0","x","0","0","x","0","241","24","92","324","31","18","25","69","43","19","515","85"
"201213","Wiltshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","4","3","3","x","0","0","x","x","0","0","4","0"
"201213","Swindon","Total","4","x","0","x","0","0","0","x","x","0","x","0","320","85","89","270","25","32","13","15","35","18","466","77"
"201213","Swindon","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","48","28","11","23","x","x","0","0","7","0","38","x"
"201213","Swindon","State-funded secondary","4","x","0","x","0","0","0","x","x","0","x","0","205","13","69","218","21","24","13","13","21","18","397","57"
"201213","Swindon","Special","0","0","0","0","0","0","0","0","0","0","0","0","67","44","9","29","3","6","0","x","7","0","31","18"
"201213","Bracknell Forest","Total","0","x","x","0","0","0","0","0","0","0","x","0","95","13","19","100","3","5","5","15","13","13","184","29"
"201213","Bracknell Forest","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","12","11","6","5","0","0","0","0","x","0","x","x"
"201213","Bracknell Forest","State-funded secondary","0","x","x","0","0","0","0","0","0","0","x","0","83","x","13","95","3","5","5","15","11","13","183","28"
"201213","Bracknell Forest","Special","0","x","0","0","0","0","0","0","0","0","0","0","0","x","0","0","0","0","0","0","0","0","0","0"
"201213","Windsor and Maidenhead","Total","x","0","x","x","0","0","0","0","0","0","x","3","112","14","24","95","7","9","5","23","5","19","56","122"
"201213","Windsor and Maidenhead","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","6","x","x","x","0","0","0","0","0","x","x","x"
"201213","Windsor and Maidenhead","State-funded secondary","x","0","x","x","0","0","0","0","0","0","x","3","106","9","22","93","7","9","5","23","5","18","55","120"
"201213","Windsor and Maidenhead","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","x","0","0","0","0","0","0","0","0"
"201213","West Berkshire","Total","x","0","0","x","0","0","0","9","0","0","x","5","216","47","31","187","20","17","4","12","11","7","136","90"
"201213","West Berkshire","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","16","36","3","20","x","0","0","0","0","0","29","6"
"201213","West Berkshire","State-funded secondary","x","0","0","x","0","0","0","9","0","0","x","5","200","11","28","167","19","17","4","12","11","6","107","65"
"201213","West Berkshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","x","0","19"
"201213","Reading","Total","4","5","0","5","x","0","0","0","0","3","8","7","111","95","18","109","7","6","x","19","19","8","201","141"
"201213","Reading","State-funded primary","x","4","0","x","0","0","0","0","0","0","4","x","50","83","8","24","0","x","0","0","13","x","126","10"
"201213","Reading","State-funded secondary","x","x","0","4","x","0","0","0","0","3","4","6","55","9","8","80","7","5","x","19","6","6","74","130"
"201213","Reading","Special","0","0","0","0","0","0","0","0","0","0","0","0","6","3","x","5","0","0","0","0","0","0","x","x"
"201213","Slough","Total","0","x","0","0","x","0","0","x","0","x","3","x","164","52","22","78","18","8","8","26","23","22","68","128"
"201213","Slough","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","x","8","25","4","7","0","x","0","x","0","0","23","3"
"201213","Slough","State-funded secondary","0","x","0","0","x","0","0","x","0","x","3","x","146","17","17","70","18","6","8","25","17","22","42","123"
"201213","Slough","Special","0","0","0","0","0","0","0","0","0","0","0","0","10","10","x","x","0","x","0","0","6","0","3","x"
"201213","Wokingham","Total","6","x","0","4","x","0","0","x","0","0","x","3","96","64","15","119","12","7","0","11","19","7","113","110"
"201213","Wokingham","State-funded primary","x","x","0","0","0","0","0","0","0","0","x","0","18","24","0","7","0","0","0","0","x","0","32","3"
"201213","Wokingham","State-funded secondary","5","x","0","4","x","0","0","x","0","0","x","3","67","4","12","109","8","6","0","7","8","7","54","96"
"201213","Wokingham","Special","0","0","0","0","0","0","0","0","0","0","0","0","11","36","3","3","4","x","0","4","10","0","27","11"
"201213","Cambridgeshire","Total","x","x","0","0","0","0","0","0","0","0","x","x","384","177","77","432","18","20","7","68","22","41","383","409"
"201213","Cambridgeshire","State-funded primary","0","0","0","0","0","0","0","0","0","0","x","0","94","134","35","40","x","5","x","x","x","0","111","17"
"201213","Cambridgeshire","State-funded secondary","x","x","0","0","0","0","0","0","0","0","x","x","267","24","40","370","12","15","6","67","19","41","239","377"
"201213","Cambridgeshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","23","19","x","22","5","0","0","0","x","0","33","15"
"201213","Peterborough","Total","5","0","0","x","0","0","x","3","0","0","9","3","214","62","39","130","11","14","5","34","23","34","245","251"
"201213","Peterborough","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","10","11","4","4","x","x","0","0","3","0","12","x"
"201213","Peterborough","State-funded secondary","5","0","0","x","0","0","x","3","0","0","9","3","170","21","31","116","7","11","5","25","15","34","198","246"
"201213","Peterborough","Special","0","0","0","0","0","0","0","0","0","0","0","0","34","30","4","10","3","x","0","9","5","0","35","3"
"201213","Halton","Total","7","x","0","x","0","0","0","0","0","0","7","x","125","39","61","192","x","4","x","12","14","10","134","123"
"201213","Halton","State-funded primary","x","0","0","0","0","0","0","0","0","0","0","0","16","29","x","12","0","0","0","0","0","0","31","3"
"201213","Halton","State-funded secondary","6","x","0","x","0","0","0","0","0","0","7","x","109","10","59","175","x","4","x","12","14","10","103","120"
"201213","Halton","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"201213","Warrington","Total","x","0","0","0","0","0","0","x","0","x","4","x","146","52","43","134","17","7","0","12","28","26","211","110"
"201213","Warrington","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","32","28","4","9","0","0","0","0","x","x","34","22"
"201213","Warrington","State-funded secondary","x","0","0","0","0","0","0","x","0","x","4","x","84","9","33","112","11","7","0","5","22","17","130","88"
"201213","Warrington","Special","0","0","0","0","0","0","0","0","0","0","0","0","30","15","6","13","6","0","0","7","5","8","47","0"
"201213","Devon","Total","13","8","3","13","0","0","x","5","0","0","27","7","537","197","78","566","41","13","17","147","63","39","652","527"
"201213","Devon","State-funded primary","4","6","x","4","0","0","0","0","0","0","6","x","124","146","11","39","0","x","x","0","14","3","146","39"
"201213","Devon","State-funded secondary","9","x","x","8","0","0","x","5","0","0","21","6","389","34","67","513","28","7","15","145","43","34","464","466"
"201213","Devon","Special","0","0","0","x","0","0","0","0","0","0","0","0","24","17","0","14","13","5","0","x","6","x","42","22"
"201213","Plymouth","Total","x","0","x","0","0","0","0","x","0","0","x","0","199","69","54","217","18","15","15","22","20","10","172","102"
"201213","Plymouth","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","22","29","6","8","x","0","0","0","0","x","28","4"
"201213","Plymouth","State-funded secondary","x","0","x","0","0","0","0","x","0","0","x","0","166","15","44","185","13","15","15","19","12","8","142","97"
"201213","Plymouth","Special","0","0","0","0","0","0","0","0","0","0","0","0","11","25","4","24","3","0","0","3","8","0","x","x"
"201213","Torbay","Total","x","0","0","0","0","x","0","0","0","0","x","0","102","61","28","128","7","5","x","12","23","6","177","81"
"201213","Torbay","State-funded primary","0","0","0","0","0","x","0","0","0","0","0","0","26","38","13","11","0","0","0","0","0","0","26","x"
"201213","Torbay","State-funded secondary","x","0","0","0","0","0","0","0","0","0","x","0","65","7","15","110","7","5","x","12","18","6","122","25"
"201213","Torbay","Special","0","0","0","0","0","0","0","0","0","0","0","0","11","16","0","7","0","0","0","0","5","0","29","55"
"201213","Essex","Total","7","8","4","x","x","0","0","4","0","0","16","4","1400","319","321","1318","84","109","82","209","143","106","1773","760"
"201213","Essex","State-funded primary","x","5","0","0","0","0","0","0","0","0","x","x","229","160","45","96","x","10","6","x","16","4","237","75"
"201213","Essex","State-funded secondary","5","x","4","x","x","0","0","4","0","0","15","3","1118","102","244","1191","79","97","76","198","108","101","1473","677"
"201213","Essex","Special","x","x","0","x","0","0","0","0","0","0","0","0","53","57","32","31","3","x","0","10","19","x","63","8"
"201213","Southend-on-Sea","Total","0","0","0","0","0","0","0","0","0","0","0","x","199","51","45","155","12","17","x","42","26","18","207","298"
"201213","Southend-on-Sea","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","15","19","3","x","x","x","0","0","x","x","16","25"
"201213","Southend-on-Sea","State-funded secondary","0","0","0","0","0","0","0","0","0","0","0","x","166","18","39","143","7","15","x","40","16","17","178","264"
"201213","Southend-on-Sea","Special","0","0","0","0","0","0","0","0","0","0","0","0","18","14","3","10","3","x","0","x","8","0","13","9"
"201213","Thurrock","Total","x","3","x","0","0","0","0","0","0","0","8","x","120","40","27","80","13","10","8","15","8","12","222","54"
"201213","Thurrock","State-funded primary","0","3","0","0","0","0","0","0","0","0","x","0","41","33","8","22","x","4","0","0","4","0","28","17"
"201213","Thurrock","State-funded secondary","x","0","x","0","0","0","0","0","0","0","7","x","75","7","17","54","9","6","7","15","4","11","194","34"
"201213","Thurrock","Special","0","0","0","0","0","0","0","0","0","0","0","0","4","0","x","4","x","0","x","0","0","x","0","3"
"201213","Herefordshire","Total","4","x","x","0","0","0","0","x","0","0","3","0","140","42","22","86","6","x","7","19","10","12","99","185"
"201213","Herefordshire","State-funded primary","0","0","0","0","0","0","0","0","0","0","x","0","43","28","3","13","0","0","3","0","3","0","33","x"
"201213","Herefordshire","State-funded secondary","4","x","x","0","0","0","0","x","0","0","x","0","96","5","19","65","6","x","4","19","7","12","63","183"
"201213","Herefordshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","x","9","0","8","0","0","0","0","0","0","3","0"
"201213","Worcestershire","Total","11","4","0","4","x","0","x","0","x","0","19","x","519","201","124","515","41","42","21","56","52","36","621","138"
"201213","Worcestershire","State-funded primary","x","3","0","0","0","0","0","0","0","0","0","0","73","126","14","61","4","6","x","0","4","3","108","39"
"201213","Worcestershire","State-funded secondary","9","x","0","4","x","0","x","0","x","0","19","x","415","29","109","440","36","30","17","56","27","31","479","81"
"201213","Worcestershire","Special","0","0","0","0","0","0","0","0","0","0","0","0","31","46","x","14","x","6","3","0","21","x","34","18"
"201213","Kent","Total","9","26","0","13","3","x","4","7","x","x","39","19","2072","638","415","2176","174","171","99","265","247","177","2622","1497"
"201213","Kent","State-funded primary","x","16","0","3","0","0","0","0","0","0","10","x","287","341","51","106","10","10","4","x","19","5","344","49"
"201213","Kent","State-funded secondary","7","10","0","9","3","x","4","7","x","x","28","17","1692","187","356","2032","161","143","94","254","183","170","2195","1376"
"201213","Kent","Special","0","0","0","x","0","0","0","0","0","0","x","x","93","110","8","38","3","18","x","10","45","x","83","72"
"201213","Medway","Total","9","8","x","4","0","0","0","3","0","x","10","4","437","181","106","332","14","47","15","66","48","35","1058","82"
"201213","Medway","State-funded primary","0","3","0","0","0","0","0","0","0","0","3","0","138","136","21","29","x","3","x","0","12","3","231","7"
"201213","Medway","State-funded secondary","9","5","x","4","0","0","0","3","0","x","7","4","287","34","84","297","11","40","14","51","35","31","824","75"
"201213","Medway","Special","0","0","0","0","0","0","0","0","0","0","0","0","12","11","x","6","x","4","0","15","x","x","3","0"
"201213","Lancashire","Total","24","20","4","18","x","x","x","14","7","x","39","29","971","304","169","825","87","58","33","154","129","89","1046","1347"
"201213","Lancashire","State-funded primary","4","14","x","3","0","0","0","0","x","0","7","4","194","160","27","58","7","6","4","x","14","0","166","37"
"201213","Lancashire","State-funded secondary","20","5","3","14","x","x","x","13","5","x","32","25","709","49","140","745","71","49","29","141","64","86","777","1271"
"201213","Lancashire","Special","0","x","0","x","0","0","0","x","0","0","0","0","68","95","x","22","9","3","0","12","51","3","103","39"
"201213","Blackburn with Darwen","Total","3","x","x","0","0","0","0","x","0","0","x","x","80","35","9","85","6","9","5","37","12","8","101","42"
"201213","Blackburn with Darwen","State-funded primary","0","0","0","0","0","0","0","0","0","0","x","0","20","10","x","25","x","x","0","0","0","0","31","6"
"201213","Blackburn with Darwen","State-funded secondary","3","x","x","0","0","0","0","x","0","0","x","x","60","21","7","56","4","8","5","37","12","8","68","36"
"201213","Blackburn with Darwen","Special","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","x","0"
"201213","Blackpool","Total","x","0","0","0","0","0","0","0","0","0","0","x","175","80","28","210","5","x","5","24","32","3","321","146"
"201213","Blackpool","State-funded primary","0","0","0","0","0","0","0","0","0","0","0","0","43","49","6","26","0","0","0","x","x","0","35","5"
"201213","Blackpool","State-funded secondary","x","0","0","0","0","0","0","0","0","0","0","x","132","31","22","184","5","x","5","23","30","3","286","141"
"201213","Nottinghamshire","Total","19","4","x","8","0","0","0","10","x","x","21","19","829","185","136","778","68","70","36","128","57","42","1789","1043"
"201213","Nottinghamshire","State-funded primary","x","0","0","0","0","0","0","0","0","0","0","0","114","108","18","53","x","4","0","0","7","0","86","28"
"201213","Nottinghamshire","State-funded secondary","18","4","x","8","0","0","0","10","x","x","21","19","703","49","115","708","66","64","36","127","44","42","1697","1013"
"201213","Nottinghamshire","Special","0","0","0","0","0","0","0","0","0","0","0","0","12","28","3","17","0","x","0","x","6","0","6","x"
"201213","Nottingham","Total","4","7","x","3","0","0","0","3","x","0","x","9","348","130","62","300","21","14","15","90","28","31","490","449"
